perspective,taxonomy,n,replicate,shuffle_id,n_disjoint,n_refs,dcor_A,dcor_B,disparity_A,disparity_B,hull_area
behavioral,behavioral,5,51,0,199,4,-0.07058520933785133,0.9425059398699747,0.44233943174734175,0.26760029605298186,0.21347525933838812
behavioral,behavioral,5,52,0,199,4,0.22936290609827212,0.9049431137957795,0.22888748758030145,0.6654212952881908,0.10305702047531434
behavioral,behavioral,5,53,0,199,4,0.3949611991775099,0.8741609977014528,0.22334880368086235,0.5603004914551519,0.09366064602961327
behavioral,behavioral,5,54,0,199,4,0.8122262178411359,0.7725188287196093,0.5432367776414722,0.6049678544267738,0.11344932482545424
behavioral,behavioral,5,55,0,199,4,0.04603215897697683,0.9934425536084208,0.42376813613447634,0.08263201231605617,0.07569061743512406
behavioral,behavioral,5,56,0,199,4,0.017200120469695053,0.9677251250082433,0.4549613669380758,0.38823965904000945,0.14588197191985172
behavioral,behavioral,5,57,0,199,4,-0.3022345730285919,0.47128554046382076,0.7993330533173948,0.30177203530494295,0.1151380796307002
behavioral,behavioral,5,58,0,199,4,0.20044886608077117,0.9040746198706086,0.27273246023043785,0.42899701152936753,0.11180387793873095
behavioral,behavioral,5,59,0,199,4,0.08724578611646283,0.7144415000371094,0.32739001166243914,0.3695484183756671,0.08885420561489758
behavioral,behavioral,5,60,0,199,4,0.015910189651364783,0.9130647671989844,0.2942212994684041,0.17839803962504955,0.11375243968371898
behavioral,behavioral,5,61,0,199,4,0.16688141176618465,0.021161467591879438,0.5124184017367479,0.48786324857649804,0.07395856695554848
behavioral,behavioral,5,62,0,199,4,0.18466788318413227,0.07084778790379273,0.7179148630100227,0.3239830076478359,0.08729536682847878
behavioral,behavioral,5,63,0,199,4,0.3340023897668827,0.8642372888202784,0.08301061064899323,0.18910174233084115,0.024378615347187774
behavioral,behavioral,5,64,0,199,4,0.5935854998762065,0.9451993128016121,0.23461645604819975,0.20538289964235942,0.045033322914671416
behavioral,behavioral,5,65,0,199,4,0.08540885510962005,0.7531186142908823,0.41162565389189515,0.16233324308643227,0.13700522089305608
