perspective,kind,init_seed,model_id,mixture,dim1,dim2
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_050g1_000g2_050g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_050g1_000g2_050g3_n1000_s00,-0.19181232154369354,-0.10003196448087692
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_033g1_033g2_033g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_033g1_033g2_033g3_n1000_s00,0.01254101563245058,-0.0012303750263527036
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_025g1_075g2_000g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_025g1_075g2_000g3_n1000_s00,0.24824242293834686,0.02241397462785244
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_025g1_050g2_025g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_025g1_050g2_025g3_n1000_s00,0.11921964585781097,0.04038271680474281
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_025g1_025g2_050g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_025g1_025g2_050g3_n1000_s00,-0.07658838480710983,0.05685269460082054
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_025g1_000g2_075g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_025g1_000g2_075g3_n1000_s00,-0.26797720789909363,0.048961248248815536
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_100g2_000g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_000g1_100g2_000g3_n1000_s00,0.2999761402606964,0.18175674974918365
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_075g2_025g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_000g1_075g2_025g3_n1000_s00,0.18149229884147644,0.19383758306503296
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_050g2_050g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_000g1_050g2_050g3_n1000_s00,0.03790779784321785,0.21241949498653412
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_025g2_075g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_000g1_025g2_075g3_n1000_s00,-0.14901956915855408,0.22365668416023254
